Series ID,Year,Period,Label,Value,12-Month % Change
CUSR0000SA0,2022,M01,2022 Jan,282.390,7.6
CUSR0000SA0,2022,M02,2022 Feb,284.535,7.9
CUSR0000SA0,2022,M03,2022 Mar,287.553,8.5
CUSR0000SA0,2022,M04,2022 Apr,288.764,8.3
CUSR0000SA0,2022,M05,2022 May,291.359,8.5
CUSR0000SA0,2022,M06,2022 Jun,294.996,9.0
CUSR0000SA0,2022,M07,2022 Jul,294.977,8.4
CUSR0000SA0,2022,M08,2022 Aug,295.209,8.2
CUSR0000SA0,2022,M09,2022 Sep,296.341,8.2
CUSR0000SA0,2022,M10,2022 Oct,297.863,7.8
CUSR0000SA0,2022,M11,2022 Nov,298.648,7.1
CUSR0000SA0,2022,M12,2022 Dec,298.812,6.4
CUSR0000SA0,2023,M01,2023 Jan,300.356,6.4
CUSR0000SA0,2023,M02,2023 Feb,301.509,6.0
CUSR0000SA0,2023,M03,2023 Mar,301.744,4.9
CUSR0000SA0,2023,M04,2023 Apr,303.032,4.9
CUSR0000SA0,2023,M05,2023 May,303.365,4.1
CUSR0000SA0,2023,M06,2023 Jun,304.003,3.1
CUSR0000SA0,2023,M07,2023 Jul,304.628,3.3
CUSR0000SA0,2023,M08,2023 Aug,306.187,3.7
CUSR0000SA0,2023,M09,2023 Sep,307.288,3.7
CUSR0000SA0,2023,M10,2023 Oct,307.531,3.2
CUSR0000SA0,2023,M11,2023 Nov,308.024,3.1
CUSR0000SA0,2023,M12,2023 Dec,308.742,3.3
